formula,processing,structure_type,test_temp_C,Al_at_pct,Co_at_pct,Cr_at_pct,Cu_at_pct,Fe_at_pct,Mn_at_pct,Ni_at_pct,Ti_at_pct,V_at_pct,Zr_at_pct,Nb_at_pct,Mo_at_pct,W_at_pct,Hf_at_pct,Ta_at_pct,Si_at_pct,hardness_HV,density_calc,grain_size_um,yield_strength_MPa,uts_MPa,elongation_pct,young_modulus_calc_GPa
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,WROUGHT,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,24.99,20.01,0.0,0.0,15.0,9.99,0.0,,8.4,,1150.0,,,100.0
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,WROUGHT,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,24.99,20.01,0.0,0.0,15.0,9.99,0.0,,8.4,,1100.0,,,100.0
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,WROUGHT,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,24.99,20.01,0.0,0.0,15.0,9.99,0.0,,8.4,,890.0,,,100.0
Hf1 Mo0.5 Nb1 Si0.3 Ti1 V0.5,CAST,other,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.26,11.63,0.0,23.26,11.63,0.0,23.26,0.0,6.98,,8.5,,1617.0,2016.0,,
Hf1 Mo0.5 Nb1 Si0.5 Ti1 V0.5,CAST,other,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,11.11,0.0,22.22,11.11,0.0,22.22,0.0,11.11,,8.2,,1787.0,2052.0,,
Hf1 Mo0.5 Nb1 Si0.7 Ti1 V0.5,CAST,other,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.28,10.64,0.0,21.28,10.64,0.0,21.28,0.0,14.89,,7.9,,2134.0,2242.0,,
Hf1 Mo0.5 Nb1 Ti1 V0.5,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,12.5,0.0,25.0,12.5,0.0,25.0,0.0,0.0,,9.0,,1260.0,,,126.0
Hf0.787 Nb0.142 Ta0.142 Ti1 Zr0.787,WROUGHT,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.99,0.0,27.54,4.97,0.0,0.0,27.54,4.97,0.0,,8.5,,540.0,995.0,,92.0
Al0.25 Nb1 Ta1 Ti1 Zr1,OTHER,other,25.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,23.53,0.0,23.53,23.53,0.0,0.0,0.0,23.53,0.0,,8.6,,1745.0,1830.0,,
Al0.5 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,OTHER,other,25.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,22.22,0.0,22.22,22.22,11.11,0.0,0.0,11.11,0.0,,7.6,,2350.0,2460.0,,
Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,OTHER,other,25.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,10.0,0.0,0.0,10.0,0.0,,7.1,,2197.0,2370.0,,
Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr0.5,OTHER,other,25.0,22.22,0.0,0.0,0.0,0.0,0.0,0.0,22.22,0.0,11.11,22.22,11.11,0.0,0.0,11.11,0.0,,7.2,,,1320.0,,
Al1 Nb1 Ta0.5 Ti1 Zr0.5,OTHER,other,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,12.5,25.0,0.0,0.0,0.0,12.5,0.0,,6.9,,1352.0,1357.0,,
Hf1 Nb1 Si0.5 Ti1 V1 Zr1,ANNEAL,other,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18,18.18,18.18,18.18,0.0,0.0,18.18,0.0,9.09,,7.5,,1483.0,1611.0,9.5,
Hf1 Nb1 Si0.5 Ti1 V1 Zr1,CAST,other,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18,18.18,18.18,18.18,0.0,0.0,18.18,0.0,9.09,,7.5,,1540.0,1643.0,16.8,
Hf1 Nb1 Ta1 Ti1 Zr1,OTHER,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,420.0,9.9,0.05,1900.0,,7.9,107.0
Hf1 Nb1 Ta1 Ti1 Zr1,OTHER,other,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,530.0,9.9,0.05,1520.0,,1.7,
Hf1 Nb1 Ta1 Ti1 Zr1,OTHER,other,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,340.0,9.9,0.1,795.0,,5.0,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,309.0,9.9,100.0,830.0,840.0,9.2,107.0
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,366.0,9.9,,1202.0,1295.0,4.7,107.0
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,other,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,,9.9,,1303.0,1334.0,,
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,351.0,9.9,,1145.0,1262.0,9.7,107.0
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,,9.9,,958.0,974.0,,107.0
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,,9.9,,944.0,959.0,,107.0
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,,9.9,,940.0,953.0,,107.0
Hf1 Nb1 Ta1 Ti1 Zr1,WROUGHT,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,,9.9,,940.0,1080.0,,107.0
Hf1 Nb1 Ta1 Ti1 Zr1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,,9.9,,905.0,,,107.0
Hf1 Nb1 Ta1 Ti1 Zr1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,,9.9,,890.0,,,107.0
Hf1 Nb1 Ta1 Ti1 Zr1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,,9.9,,828.0,862.0,,107.0
Hf1 Nb1 Ta1 Ti1 Zr1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,,9.9,,827.0,856.0,,107.0
Hf1 Nb1 Ta1 Ti1 Zr1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,,9.9,,820.0,869.0,,107.0
Hf1 Nb1 Ta1 Ti1 Zr1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,,9.9,,803.0,810.0,,107.0
Al0.2 Mo1 Ta1 Ti1 V1,CAST,BCC,25.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,23.81,23.81,0.0,0.0,23.81,0.0,0.0,23.81,0.0,,9.3,,1021.0,1249.0,,183.0
Al0.6 Mo1 Ta1 Ti1 V1,CAST,BCC,25.0,13.04,0.0,0.0,0.0,0.0,0.0,0.0,21.74,21.74,0.0,0.0,21.74,0.0,0.0,21.74,0.0,,8.7,,962.0,1033.0,,173.0
Al1 Mo1 Ta1 Ti1 V1,CAST,BCC,25.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,,8.2,,,735.0,,165.0
Mo1 Ta1 Ti1 V1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,,9.6,,1221.0,1454.0,,189.0
Hf1 Nb1 Ta1 Zr1,ANNEAL,other,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,25.0,25.0,0.0,571.0,11.1,,2310.0,,0.3,
Hf1 Nb1 Ta1 Zr1,ANNEAL,other,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,25.0,25.0,0.0,536.0,11.1,,2100.0,2200.0,3.5,
Hf1 Nb1 Ta1 Zr1,ANNEAL,other,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,25.0,25.0,0.0,,11.1,,2020.0,2030.0,1.7,
Hf1 Nb1 Ta1 Zr1,ANNEAL,other,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,25.0,25.0,0.0,550.0,11.1,,1950.0,2010.0,2.2,
Hf1 Nb1 Ta1 Zr1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,25.0,25.0,0.0,365.0,11.1,,1315.0,1800.0,21.6,105.0
Hf1 Ta0.4 Ti1 Zr1,CAST,other,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.41,0.0,29.41,0.0,0.0,0.0,29.41,11.76,0.0,,9.2,,400.0,1100.0,,
Hf1 Ta0.5 Ti1 Zr1,CAST,other,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,0.0,28.57,0.0,0.0,0.0,28.57,14.29,0.0,,9.4,,700.0,1100.0,,
Hf1 Ta0.6 Ti1 Zr1,CAST,other,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.78,0.0,27.78,0.0,0.0,0.0,27.78,16.67,0.0,,9.6,,800.0,1100.0,,
Hf1 Ta1 Ti1 Zr1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,25.0,25.0,0.0,,10.2,,1500.0,1500.0,,107.0
Mo1 Nb1 Ta1 Ti0.25 W1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,23.53,23.53,23.53,0.0,23.53,0.0,478.3,13.1,,1109.0,1197.0,,242.0
Mo1 Nb1 Ta1 Ti0.5 W1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,22.22,22.22,22.22,0.0,22.22,0.0,481.2,12.6,,1211.0,1578.0,,234.0
Mo1 Nb1 Ta1 Ti0.75 W1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.79,0.0,0.0,21.05,21.05,21.05,0.0,21.05,0.0,495.6,12.2,,1304.0,1593.0,,228.0
Mo1 Nb1 Ta1 Ti1 W1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,20.0,20.0,0.0,20.0,0.0,507.5,11.8,,1455.0,1910.0,,222.0
Mo1 Nb1 Ta1 W1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,0.0,25.0,0.0,,13.7,,996.0,1148.0,,250.0
Mo1 Nb1 Ta1 Ti1 V1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,,9.4,,1400.0,2450.0,,171.0
Mo1 Nb1 Ta1 Ti1 V1 W1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,16.67,0.0,16.67,16.67,16.67,0.0,16.67,0.0,,11.0,,1515.0,2135.0,,209.0
Mo1 Nb1 Ta1 Ti1 W1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,20.0,20.0,0.0,20.0,0.0,,11.8,,1343.0,2005.0,,222.0
Mo1 Nb1 Ta1 Ti1 Zr1,CAST,other,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,20.0,0.0,,9.1,,1390.0,,,
Mo1 Nb1 Ta1 Ti1 Zr1,ANNEAL,other,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,20.0,0.0,,9.1,,1100.0,1200.0,,
Mo1 Nb1 Ta1 Ti1 Zr1,CAST,other,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,20.0,0.0,,9.1,,1375.0,1450.0,,
Mo1 Nb1 Ta1 V1 W1,POWDER,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,20.0,0.0,20.0,0.0,,12.4,,2612.0,3472.0,,229.0
Nb1 Ta1 Ti1 V1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,,9.2,,965.0,,,134.0
Nb1 Ta1 Ti1 V1 W1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,,11.1,,1420.0,1800.0,20.0,187.0
Nb1 Ta1 V1 W1,CAST,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,,12.9,,1530.0,1700.0,12.0,206.0
Al0.25 Cr0.5 Nb0.5 Ti1 V0.25,ANNEAL,other,25.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,40.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,,5.8,,1340.0,1700.0,,
Al0.25 Cr0.5 Nb0.5 Ti1 V0.25,CAST,BCC,25.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,40.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,,5.8,,1240.0,,,134.0
Al1 Cr0.5 Nb1 Ti1 V1,ANNEAL,BCC,25.0,22.22,0.0,11.11,0.0,0.0,0.0,0.0,22.22,22.22,0.0,22.22,0.0,0.0,0.0,0.0,0.0,,5.6,,1300.0,1430.0,,119.0
Al0.667 Cr1 Nb0.667 Ti0.667 V0.667,ANNEAL,other,25.0,18.18,0.0,27.26,0.0,0.0,0.0,0.0,18.18,18.18,0.0,18.18,0.0,0.0,0.0,0.0,0.0,,5.9,,1700.0,1700.0,,
Al1 Cr1 Nb1 Ti1 V1,ANNEAL,other,25.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,,5.8,,1550.0,1570.0,,
Al1 Nb1 Ti1 V1,ANNEAL,BCC,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,,5.5,,1000.0,1280.0,,104.0
Al0.3 Co1 Cr1 Fe1 Ni1,WROUGHT,other,25.0,6.98,23.26,23.26,0.0,23.26,0.0,23.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.6,0.71,900.0,1074.0,25.0,
Cr0.5 Fe1 Mn0.625 Ni0.375,CAST,other,25.0,0.0,0.0,20.0,0.0,40.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.8,75.0,219.0,,,
Al0.05 Cr0.5 Fe1 Mn0.625 Ni0.375,CAST,other,25.0,1.96,0.0,19.61,0.0,39.22,24.51,14.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.6,,354.0,,,
Al0.15 Cr0.5 Fe1 Mn0.625 Ni0.375,CAST,other,25.0,5.66,0.0,18.87,0.0,37.74,23.58,14.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.4,,550.0,,,
Al0.25 Cr0.5 Fe1 Mn0.625 Ni0.375,CAST,other,25.0,9.09,0.0,18.18,0.0,36.36,22.73,13.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.2,175.0,994.0,,,
Al0.35 Cr0.5 Fe1 Mn0.625 Ni0.375,CAST,other,25.0,12.28,0.0,17.54,0.0,35.09,21.93,13.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.9,175.0,942.0,,,
Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,FCC,25.0,0.0,20.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,4.4,370.0,670.0,56.0,220.0
Co0.2 Cr0.2 Fe1 Mn0.6,ANNEAL,other,25.0,0.0,10.0,10.0,0.0,50.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.8,45.0,250.0,730.0,50.0,
Co0.2 Cr0.2 Fe1 Mn0.6,WROUGHT,other,25.0,0.0,10.0,10.0,0.0,50.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.8,4.5,330.0,870.0,75.0,
Co0.2 Cr0.2 Fe1 Mn0.6,WROUGHT,other,25.0,0.0,10.0,10.0,0.0,50.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.8,6.0,280.0,800.0,65.0,
Co0.2 Cr0.2 Fe1 Mn0.6,WROUGHT,other,25.0,0.0,10.0,10.0,0.0,50.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.8,15.0,350.0,830.0,63.0,
Co0.2 Cr0.2 Fe1 Mn0.6,WROUGHT,other,25.0,0.0,10.0,10.0,0.0,50.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.8,6.5,298.0,1400.0,45.0,
Co0.2 Cr0.2 Fe1 Mn0.6,WROUGHT,other,25.0,0.0,10.0,10.0,0.0,50.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.8,5.2,400.0,1200.0,42.0,
Al0.304 Co1 Cr1 Fe1 Ni1,,other,25.0,7.06,23.23,23.23,0.0,23.23,0.0,23.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.6,0.7,860.0,1050.0,48.0,
Al0.304 Co1 Cr1 Fe1 Ni1,,other,25.0,7.06,23.23,23.23,0.0,23.23,0.0,23.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.6,2.7,690.0,930.0,51.0,
Al0.304 Co1 Cr1 Fe1 Ni1,,other,25.0,7.06,23.23,23.23,0.0,23.23,0.0,23.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.6,3.8,550.0,800.0,64.0,
Al0.304 Co1 Cr1 Fe1 Ni1,,FCC,25.0,7.06,23.23,23.23,0.0,23.23,0.0,23.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.6,53.0,260.0,620.0,87.0,210.0
Al0.304 Co1 Cr1 Fe1 Ni1,WROUGHT,FCC,25.0,7.06,23.23,23.23,0.0,23.23,0.0,23.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.6,144.0,159.0,410.0,65.0,210.0
Al0.304 Co1 Cr1 Fe1 Ni1,WROUGHT,other,25.0,7.06,23.23,23.23,0.0,23.23,0.0,23.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.6,144.0,215.0,520.0,43.0,
Al0.304 Co1 Cr1 Fe1 Ni1,WROUGHT,other,25.0,7.06,23.23,23.23,0.0,23.23,0.0,23.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.6,144.0,285.0,540.0,55.0,
Al0.304 Co1 Cr1 Fe1 Ni1,WROUGHT,FCC,25.0,7.06,23.23,23.23,0.0,23.23,0.0,23.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.6,23.0,263.0,589.0,60.0,210.0
Al0.304 Co1 Cr1 Fe1 Ni1,WROUGHT,other,25.0,7.06,23.23,23.23,0.0,23.23,0.0,23.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.6,23.0,490.0,840.0,45.0,
Al0.304 Co1 Cr1 Fe1 Ni1,CAST,other,25.0,7.06,23.23,23.23,0.0,23.23,0.0,23.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.6,,175.0,335.0,58.0,
Al0.304 Co1 Cr1 Fe1 Ni1,ANNEAL,other,25.0,7.06,23.23,23.23,0.0,23.23,0.0,23.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.6,,305.0,525.0,44.0,
Al0.304 Co1 Cr1 Fe1 Ni1,ANNEAL,other,25.0,7.06,23.23,23.23,0.0,23.23,0.0,23.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.6,,280.0,570.0,44.0,
Al1 Co1 Cr1 Fe1 Ni1,CAST,other,25.0,20.0,20.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.7,,1380.0,,10.0,
Al1 Co1 Cr1 Fe1 Ni1,ANNEAL,other,25.0,20.0,20.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.7,,1430.0,,1.6,
Al1 Co1 Cr1 Fe1 Ni1,ANNEAL,other,25.0,20.0,20.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.7,,1690.0,,2.7,
Al1 Co1 Cr1 Fe1 Ni1,ANNEAL,other,25.0,20.0,20.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.7,,1220.0,,13.0,
Al1 Co1 Cr1 Fe1 Ni1,ANNEAL,other,25.0,20.0,20.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.7,,1450.0,,20.0,
Al1 Co1 Cr1 Fe1 Ni1,ANNEAL,other,25.0,20.0,20.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.7,,900.0,935.0,0.8,
Al0.515 Cr0.515 Fe1 Ni1,CAST,other,25.0,17.0,0.0,17.0,0.0,33.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.9,,796.0,1437.0,15.7,
Al0.511 Co0.511 Cr0.511 Fe0.511 Ni1,,other,25.0,16.79,16.79,16.79,0.0,16.79,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,,545.0,1030.0,16.5,
Al0.465 Co0.465 Cr0.465 Fe0.465 Ni1,,other,25.0,16.26,16.26,16.26,0.0,16.26,0.0,34.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.1,,545.0,1050.0,16.5,
Al0.451 Co0.451 Cr0.451 Fe0.451 Ni1,,other,25.0,16.08,16.08,16.08,0.0,16.08,0.0,35.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.1,,545.0,1110.0,20.0,
Al0.343 Co0.514 Cr0.514 Fe1 Ni0.514,CAST,other,25.0,11.89,17.82,17.82,0.0,34.66,0.0,17.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.2,,866.0,1223.0,7.9,
Al0.343 Co0.514 Cr0.514 Fe1 Ni0.514,CAST,other,25.0,11.89,17.82,17.82,0.0,34.66,0.0,17.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.2,,1166.0,,30.2,
Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,CAST,FCC,25.0,0.0,35.0,15.02,0.0,19.99,0.0,19.99,0.0,0.0,0.0,0.0,10.01,0.0,0.0,0.0,0.0,,8.6,,350.0,720.0,21.9,234.0
Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,WROUGHT,other,25.0,0.0,35.0,15.02,0.0,19.99,0.0,19.99,0.0,0.0,0.0,0.0,10.01,0.0,0.0,0.0,0.0,,8.6,,1311.0,1410.0,12.1,
Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,WROUGHT,other,25.0,0.0,35.0,15.02,0.0,19.99,0.0,19.99,0.0,0.0,0.0,0.0,10.01,0.0,0.0,0.0,0.0,,8.6,,1212.0,1360.0,14.9,
Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,WROUGHT,other,25.0,0.0,35.0,15.02,0.0,19.99,0.0,19.99,0.0,0.0,0.0,0.0,10.01,0.0,0.0,0.0,0.0,,8.6,,1028.0,1249.0,18.3,
Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,WROUGHT,other,25.0,0.0,35.0,15.02,0.0,19.99,0.0,19.99,0.0,0.0,0.0,0.0,10.01,0.0,0.0,0.0,0.0,,8.6,,879.0,1194.0,25.4,
Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,WROUGHT,other,25.0,0.0,35.0,15.02,0.0,19.99,0.0,19.99,0.0,0.0,0.0,0.0,10.01,0.0,0.0,0.0,0.0,,8.6,,799.0,1127.0,28.2,
Co1 Cr0.429 Fe0.571 Mo0.286 Ni0.571,WROUGHT,FCC,25.0,0.0,35.0,15.02,0.0,19.99,0.0,19.99,0.0,0.0,0.0,0.0,10.01,0.0,0.0,0.0,0.0,,8.6,,350.0,918.0,62.4,234.0
Co1 Cr1 Fe1 Ni1,CAST,FCC,25.0,0.0,25.0,25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.2,,155.0,472.4,58.9,226.0
Co1 Cr1 Fe1 Mo0.083 Ni1,CAST,other,25.0,0.0,24.49,24.49,0.0,24.49,0.0,24.49,0.0,0.0,0.0,0.0,2.03,0.0,0.0,0.0,0.0,,8.2,,198.8,479.0,51.1,
Co1 Cr1 Fe1 Mo0.208 Ni1,CAST,other,25.0,0.0,23.76,23.76,0.0,23.76,0.0,23.76,0.0,0.0,0.0,0.0,4.94,0.0,0.0,0.0,0.0,,8.3,,254.7,589.6,55.1,
